,latitude,longitude
0,50.05947530864197,19.902527777777777
1,50.059489368998626,19.902527777777777
2,50.059503429355274,19.902527777777777
3,50.05951748971193,19.902527777777777
4,50.059531550068584,19.902527777777777
5,50.05954561042523,19.902527777777777
6,50.05955967078189,19.902527777777777
7,50.05957373113854,19.902527777777777
8,50.0595877914952,19.902527777777777
9,50.059601851851845,19.902527777777777
10,50.0596159122085,19.902527777777777
11,50.059629972565155,19.902527777777777
12,50.0596440329218,19.902527777777777
13,50.05965809327846,19.902527777777777
14,50.05967215363511,19.902527777777777
15,50.05968621399177,19.902527777777777
16,50.059700274348415,19.902527777777777
17,50.05971433470507,19.902527777777777
18,50.059728395061725,19.902527777777777
19,50.05974245541837,19.902527777777777
20,50.05975651577503,19.902527777777777
21,50.05977057613168,19.902527777777777
22,50.05978463648834,19.902527777777777
23,50.059798696844986,19.902527777777777
24,50.05981275720164,19.902527777777777
25,50.059826817558296,19.902527777777777
26,50.05984087791495,19.902527777777777
27,50.0598549382716,19.902527777777777
28,50.059868998628254,19.902527777777777
29,50.05988305898491,19.902527777777777
30,50.05989711934156,19.902527777777777
31,50.05991117969821,19.902527777777777
32,50.059925240054866,19.902527777777777
33,50.05993930041152,19.902527777777777
34,50.05995336076817,19.902527777777777
35,50.059967421124824,19.902527777777777
36,50.05998148148148,19.902527777777777
37,50.05999554183813,19.902527777777777
38,50.06000960219478,19.902527777777777
39,50.06002366255144,19.902527777777777
40,50.06003772290809,19.902527777777777
41,50.06005178326474,19.902527777777777
42,50.060065843621395,19.902527777777777
43,50.06007990397805,19.902527777777777
44,50.0600939643347,19.902527777777777
45,50.06010802469135,19.902527777777777
46,50.06012208504801,19.902527777777777
47,50.06013614540466,19.902527777777777
48,50.06015020576131,19.902527777777777
49,50.060164266117965,19.902527777777777
50,50.06017832647462,19.902527777777777
51,50.06019238683127,19.902527777777777
52,50.06020644718792,19.902527777777777
53,50.06022050754458,19.902527777777777
54,50.06023456790123,19.902527777777777
55,50.06024862825788,19.902527777777777
56,50.060262688614536,19.902527777777777
57,50.06027674897119,19.902527777777777
58,50.06029080932784,19.902527777777777
59,50.060304869684494,19.902527777777777
60,50.06031893004115,19.902527777777777
61,50.060332990397804,19.902527777777777
62,50.06034705075445,19.902527777777777
